===============================================================================
Id,backtest-ma-orcl-1995-2014,len,datetime,open,high,low,close,volume,openinterest,adjclose,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
102,backtest-ma-orcl-1995-2014,102,2000-05-26 23:59:59.999989,29.71,30.91,28.94,29.8,32494786.0,0.0,29.797928,TestStrategy,102,730266.9999999999,Broker,102,989.6999999999996,989.6999999999996,BuySell,102,,,Trades - Net Profit/Loss,102,,
103,backtest-ma-orcl-1995-2014,103,2000-05-30 23:59:59.999989,30.63,32.99,30.49,32.99,43769992.0,0.0,32.994545,TestStrategy,103,730270.9999999999,Broker,103,989.6999999999996,989.6999999999996,BuySell,103,,,Trades - Net Profit/Loss,103,,
104,backtest-ma-orcl-1995-2014,104,2000-05-31 23:59:59.999989,32.58,34.0,31.91,31.97,57268525.0,0.0,31.966059,TestStrategy,104,730271.9999999999,Broker,104,663.8999999999996,983.5999999999996,BuySell,104,31.43135,,Trades - Net Profit/Loss,104,,
105,backtest-ma-orcl-1995-2014,105,2000-06-01 23:59:59.999989,32.88,34.63,32.69,34.63,60035498.0,0.0,34.634533,TestStrategy,105,730272.9999999999,Broker,105,663.8999999999996,1010.1999999999996,BuySell,105,,,Trades - Net Profit/Loss,105,,
106,backtest-ma-orcl-1995-2014,106,2000-06-02 23:59:59.999989,35.8,36.25,34.91,35.66,65166309.0,0.0,35.663002,TestStrategy,106,730273.9999999999,Broker,106,663.8999999999996,1020.4999999999995,BuySell,106,,,Trades - Net Profit/Loss,106,,
107,backtest-ma-orcl-1995-2014,107,2000-06-05 23:59:59.999989,35.25,36.47,35.13,36.0,43291312.0,0.0,35.996559,TestStrategy,107,730276.9999999999,Broker,107,663.8999999999996,1023.8999999999996,BuySell,107,,,Trades - Net Profit/Loss,107,,
108,backtest-ma-orcl-1995-2014,108,2000-06-06 23:59:59.999989,35.8,36.25,33.91,34.27,44992053.0,0.0,34.273178,TestStrategy,108,730277.9999999999,Broker,108,663.8999999999996,1006.5999999999997,BuySell,108,,,Trades - Net Profit/Loss,108,,
109,backtest-ma-orcl-1995-2014,109,2000-06-07 23:59:59.999989,34.13,35.69,33.61,35.58,38314971.0,0.0,35.579617,TestStrategy,109,730278.9999999999,Broker,109,663.8999999999996,1019.6999999999996,BuySell,109,,,Trades - Net Profit/Loss,109,,
110,backtest-ma-orcl-1995-2014,110,2000-06-08 23:59:59.999989,36.41,36.8,35.69,36.64,52579109.0,0.0,36.635876,TestStrategy,110,730279.9999999999,Broker,110,663.8999999999996,1030.2999999999997,BuySell,110,,,Trades - Net Profit/Loss,110,,
111,backtest-ma-orcl-1995-2014,111,2000-06-09 23:59:59.999989,36.86,37.25,36.41,36.77,37072025.0,0.0,36.774857,TestStrategy,111,730280.9999999999,Broker,111,663.8999999999996,1031.5999999999997,BuySell,111,,,Trades - Net Profit/Loss,111,,
112,backtest-ma-orcl-1995-2014,112,2000-06-12 23:59:59.999989,36.72,36.83,35.75,35.83,27213344.0,0.0,35.829773,TestStrategy,112,730283.9999999999,Broker,112,663.8999999999996,1022.1999999999996,BuySell,112,,,Trades - Net Profit/Loss,112,,
113,backtest-ma-orcl-1995-2014,113,2000-06-13 23:59:59.999989,35.57,36.36,34.72,36.33,41854778.0,0.0,36.330101,TestStrategy,113,730284.9999999999,Broker,113,663.8999999999996,1027.1999999999996,BuySell,113,,,Trades - Net Profit/Loss,113,,
114,backtest-ma-orcl-1995-2014,114,2000-06-14 23:59:59.999989,36.41,36.47,35.02,35.13,37315538.0,0.0,35.134857,TestStrategy,114,730285.9999999999,Broker,114,663.8999999999996,1015.1999999999996,BuySell,114,,,Trades - Net Profit/Loss,114,,
115,backtest-ma-orcl-1995-2014,115,2000-06-15 23:59:59.999989,35.25,36.75,35.19,36.69,41357173.0,0.0,36.691471,TestStrategy,115,730286.9999999999,Broker,115,663.8999999999996,1030.7999999999997,BuySell,115,,,Trades - Net Profit/Loss,115,,
116,backtest-ma-orcl-1995-2014,116,2000-06-16 23:59:59.999989,36.41,37.25,36.05,36.41,47110595.0,0.0,36.413494,TestStrategy,116,730287.9999999999,Broker,116,663.8999999999996,1027.9999999999995,BuySell,116,,,Trades - Net Profit/Loss,116,,
117,backtest-ma-orcl-1995-2014,117,2000-06-19 23:59:59.999989,36.5,38.28,36.14,38.25,57423007.0,0.0,38.248077,TestStrategy,117,730290.9999999999,Broker,117,663.8999999999996,1046.3999999999996,BuySell,117,,,Trades - Net Profit/Loss,117,,
118,backtest-ma-orcl-1995-2014,118,2000-06-20 23:59:59.999989,38.67,38.97,37.58,38.27,64298194.0,0.0,38.268883,TestStrategy,118,730291.9999999999,Broker,118,663.8999999999996,1046.5999999999997,BuySell,118,,,Trades - Net Profit/Loss,118,,
119,backtest-ma-orcl-1995-2014,119,2000-06-21 23:59:59.999989,35.94,38.86,35.72,38.33,121478365.0,0.0,38.331463,TestStrategy,119,730292.9999999999,Broker,119,663.8999999999996,1047.1999999999996,BuySell,119,,,Trades - Net Profit/Loss,119,,
120,backtest-ma-orcl-1995-2014,120,2000-06-22 23:59:59.999989,37.64,37.91,36.19,36.25,47336771.0,0.0,36.246731,TestStrategy,120,730293.9999999999,Broker,120,663.8999999999996,1026.3999999999996,BuySell,120,,,Trades - Net Profit/Loss,120,,
121,backtest-ma-orcl-1995-2014,121,2000-06-23 23:59:59.999989,35.94,36.24,34.94,35.36,45692461.0,0.0,35.357239,TestStrategy,121,730294.9999999999,Broker,121,1023.2999999999996,1023.2999999999996,BuySell,121,,36.7836,Trades - Net Profit/Loss,121,33.599999999999994,
122,backtest-ma-orcl-1995-2014,122,2000-06-26 23:59:59.999989,35.69,37.11,35.25,36.77,43780588.0,0.0,36.774857,TestStrategy,122,730297.9999999999,Broker,122,1023.2999999999996,1023.2999999999996,BuySell,122,,,Trades - Net Profit/Loss,122,,
123,backtest-ma-orcl-1995-2014,123,2000-06-27 23:59:59.999989,36.64,37.33,36.33,36.58,32132564.0,0.0,36.580284,TestStrategy,123,730298.9999999999,Broker,123,656.8999999999996,1022.6999999999996,BuySell,123,35.78505,,Trades - Net Profit/Loss,123,,
124,backtest-ma-orcl-1995-2014,124,2000-06-28 23:59:59.999989,36.5,37.8,36.33,36.89,36093479.0,0.0,36.886051,TestStrategy,124,730299.9999999999,Broker,124,1021.8999999999996,1021.8999999999996,BuySell,124,,38.36699999999999,Trades - Net Profit/Loss,124,,-1.4000000000000057
125,backtest-ma-orcl-1995-2014,125,2000-06-29 23:59:59.999989,36.5,36.97,35.39,35.97,40193596.0,0.0,35.96875,TestStrategy,125,730300.9999999999,Broker,125,656.8999999999996,1016.5999999999997,BuySell,125,34.85915,,Trades - Net Profit/Loss,125,,
126,backtest-ma-orcl-1995-2014,126,2000-06-30 23:59:59.999989,35.75,37.58,35.58,37.39,42825657.0,0.0,37.386383,TestStrategy,126,730301.9999999999,Broker,126,1014.3999999999996,1014.3999999999996,BuySell,126,,38.143699999999995,Trades - Net Profit/Loss,126,,-7.5
127,backtest-ma-orcl-1995-2014,127,2000-07-03 23:59:59.999989,36.08,36.36,35.08,35.66,47371174.0,0.0,35.663002,TestStrategy,127,730304.9999999999,Broker,127,653.5999999999997,1010.1999999999996,BuySell,127,34.553799999999995,,Trades - Net Profit/Loss,127,,
128,backtest-ma-orcl-1995-2014,128,2000-07-05 23:59:59.999989,34.16,34.52,32.11,32.16,106391520.0,0.0,32.160625,TestStrategy,128,730306.9999999999,Broker,128,995.1999999999996,995.1999999999996,BuySell,128,,35.0378,Trades - Net Profit/Loss,128,,-19.200000000000017
129,backtest-ma-orcl-1995-2014,129,2000-07-06 23:59:59.999989,31.91,33.75,31.91,33.63,56811191.0,0.0,33.63385,TestStrategy,129,730307.9999999999,Broker,129,995.1999999999996,995.1999999999996,BuySell,129,,,Trades - Net Profit/Loss,129,,
130,backtest-ma-orcl-1995-2014,130,2000-07-07 23:59:59.999989,33.77,34.25,33.58,33.75,35391293.0,0.0,33.745026,TestStrategy,130,730308.9999999999,Broker,130,995.1999999999996,995.1999999999996,BuySell,130,,,Trades - Net Profit/Loss,130,,
131,backtest-ma-orcl-1995-2014,131,2000-07-10 23:59:59.999989,33.19,33.58,32.41,32.97,49418855.0,0.0,32.96674,TestStrategy,131,730311.9999999999,Broker,131,995.1999999999996,995.1999999999996,BuySell,131,,,Trades - Net Profit/Loss,131,,
132,backtest-ma-orcl-1995-2014,132,2000-07-11 23:59:59.999989,32.74,33.47,31.63,32.16,47354548.0,0.0,32.160625,TestStrategy,132,730312.9999999999,Broker,132,995.1999999999996,995.1999999999996,BuySell,132,,,Trades - Net Profit/Loss,132,,
133,backtest-ma-orcl-1995-2014,133,2000-07-12 23:59:59.999989,32.66,33.41,32.47,33.22,38638316.0,0.0,33.216896,TestStrategy,133,730313.9999999999,Broker,133,995.1999999999996,995.1999999999996,BuySell,133,,,Trades - Net Profit/Loss,133,,
134,backtest-ma-orcl-1995-2014,134,2000-07-13 23:59:59.999989,33.69,34.08,33.24,33.69,46796928.0,0.0,33.689434,TestStrategy,134,730314.9999999999,Broker,134,995.1999999999996,995.1999999999996,BuySell,134,,,Trades - Net Profit/Loss,134,,
135,backtest-ma-orcl-1995-2014,135,2000-07-14 23:59:59.999989,33.88,34.02,33.41,33.86,35651883.0,0.0,33.85622,TestStrategy,135,730315.9999999999,Broker,135,995.1999999999996,995.1999999999996,BuySell,135,,,Trades - Net Profit/Loss,135,,
136,backtest-ma-orcl-1995-2014,136,2000-07-17 23:59:59.999989,33.49,34.69,32.94,33.86,36412768.0,0.0,33.85622,TestStrategy,136,730318.9999999999,Broker,136,995.1999999999996,995.1999999999996,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,backtest-ma-orcl-1995-2014,137,2000-07-18 23:59:59.999989,33.66,34.08,32.94,32.99,33690066.0,0.0,32.994545,TestStrategy,137,730319.9999999999,Broker,137,995.1999999999996,995.1999999999996,BuySell,137,,,Trades - Net Profit/Loss,137,,
138,backtest-ma-orcl-1995-2014,138,2000-07-19 23:59:59.999989,33.36,33.77,32.47,32.8,35479434.0,0.0,32.799942,TestStrategy,138,730320.9999999999,Broker,138,995.1999999999996,995.1999999999996,BuySell,138,,,Trades - Net Profit/Loss,138,,
139,backtest-ma-orcl-1995-2014,139,2000-07-20 23:59:59.999989,33.27,35.13,33.24,34.75,39777853.0,0.0,34.745701,TestStrategy,139,730321.9999999999,Broker,139,995.1999999999996,995.1999999999996,BuySell,139,,,Trades - Net Profit/Loss,139,,
140,backtest-ma-orcl-1995-2014,140,2000-07-21 23:59:59.999989,34.44,34.55,33.38,33.55,34767112.0,0.0,33.550453,TestStrategy,140,730322.9999999999,Broker,140,650.7999999999996,986.2999999999996,BuySell,140,32.8793,,Trades - Net Profit/Loss,140,,
141,backtest-ma-orcl-1995-2014,141,2000-07-24 23:59:59.999989,34.3,34.97,33.33,33.36,42788806.0,0.0,33.355862,TestStrategy,141,730325.9999999999,Broker,141,993.7999999999996,993.7999999999996,BuySell,141,,35.49455,Trades - Net Profit/Loss,141,,-1.4000000000000057
142,backtest-ma-orcl-1995-2014,142,2000-07-25 23:59:59.999989,33.75,34.02,33.05,33.8,30487350.0,0.0,33.800629,TestStrategy,142,730326.9999999999,Broker,142,993.7999999999996,993.7999999999996,BuySell,142,,,Trades - Net Profit/Loss,142,,
143,backtest-ma-orcl-1995-2014,143,2000-07-26 23:59:59.999989,33.27,34.69,32.94,34.13,35780496.0,0.0,34.134186,TestStrategy,143,730327.9999999999,Broker,143,661.0999999999996,1002.3999999999996,BuySell,143,32.445899999999995,,Trades - Net Profit/Loss,143,,
144,backtest-ma-orcl-1995-2014,144,2000-07-27 23:59:59.999989,33.77,34.69,33.36,33.38,36581625.0,0.0,33.383682,TestStrategy,144,730328.9999999999,Broker,144,661.0999999999996,994.8999999999996,BuySell,144,,,Trades - Net Profit/Loss,144,,
145,backtest-ma-orcl-1995-2014,145,2000-07-28 23:59:59.999989,33.41,34.0,31.6,32.19,37328568.0,0.0,32.188431,TestStrategy,145,730329.9999999999,Broker,145,995.1999999999996,995.1999999999996,BuySell,145,,34.51,Trades - Net Profit/Loss,145,1.3999999999999346,
146,backtest-ma-orcl-1995-2014,146,2000-07-31 23:59:59.999989,31.91,33.58,31.74,33.44,38681036.0,0.0,33.43927,TestStrategy,146,730332.9999999999,Broker,146,995.1999999999996,995.1999999999996,BuySell,146,,,Trades - Net Profit/Loss,146,,
147,backtest-ma-orcl-1995-2014,147,2000-08-01 23:59:59.999989,33.44,33.75,32.41,32.52,33941682.0,0.0,32.521992,TestStrategy,147,730333.9999999999,Broker,147,660.7999999999996,985.9999999999997,BuySell,147,31.923849999999995,,Trades - Net Profit/Loss,147,,
148,backtest-ma-orcl-1995-2014,148,2000-08-02 23:59:59.999989,32.47,33.47,32.19,32.52,34081313.0,0.0,32.521992,TestStrategy,148,730334.9999999999,Broker,148,985.4999999999995,985.4999999999995,BuySell,148,,33.972049999999996,Trades - Net Profit/Loss,148,,-9.699999999999989
149,backtest-ma-orcl-1995-2014,149,2000-08-03 23:59:59.999989,32.38,34.47,31.85,34.44,50524677.0,0.0,34.439945,TestStrategy,149,730335.9999999999,Broker,149,985.4999999999995,985.4999999999995,BuySell,149,,,Trades - Net Profit/Loss,149,,
150,backtest-ma-orcl-1995-2014,150,2000-08-04 23:59:59.999989,34.83,36.61,34.75,36.27,82307374.0,0.0,36.274521,TestStrategy,150,730336.9999999999,Broker,150,637.1999999999996,999.8999999999996,BuySell,150,34.22875,,Trades - Net Profit/Loss,150,,
151,backtest-ma-orcl-1995-2014,151,2000-08-07 23:59:59.999989,35.97,36.64,35.91,36.41,45814347.0,0.0,36.413494,TestStrategy,151,730339.9999999999,Broker,151,637.1999999999996,1001.2999999999995,BuySell,151,,,Trades - Net Profit/Loss,151,,
152,backtest-ma-orcl-1995-2014,152,2000-08-08 23:59:59.999989,36.02,37.03,35.94,36.91,39271698.0,0.0,36.913853,TestStrategy,152,730340.9999999999,Broker,152,637.1999999999996,1006.2999999999995,BuySell,152,,,Trades - Net Profit/Loss,152,,
153,backtest-ma-orcl-1995-2014,153,2000-08-09 23:59:59.999989,37.14,37.48,36.11,36.19,34678285.0,0.0,36.191139,TestStrategy,153,730341.9999999999,Broker,153,637.1999999999996,999.0999999999996,BuySell,153,,,Trades - Net Profit/Loss,153,,
154,backtest-ma-orcl-1995-2014,154,2000-08-10 23:59:59.999989,36.22,36.64,35.58,35.61,27471917.0,0.0,35.607403,TestStrategy,154,730342.9999999999,Broker,154,637.1999999999996,993.2999999999996,BuySell,154,,,Trades - Net Profit/Loss,154,,
155,backtest-ma-orcl-1995-2014,155,2000-08-11 23:59:59.999989,35.55,36.44,35.25,36.08,24853336.0,0.0,36.079948,TestStrategy,155,730343.9999999999,Broker,155,637.1999999999996,997.9999999999995,BuySell,155,,,Trades - Net Profit/Loss,155,,
156,backtest-ma-orcl-1995-2014,156,2000-08-14 23:59:59.999989,35.66,36.72,35.52,36.64,24578349.0,0.0,36.635876,TestStrategy,156,730346.9999999999,Broker,156,637.1999999999996,1003.5999999999996,BuySell,156,,,Trades - Net Profit/Loss,156,,
157,backtest-ma-orcl-1995-2014,157,2000-08-15 23:59:59.999989,36.44,37.16,36.08,36.14,35086161.0,0.0,36.135544,TestStrategy,157,730347.9999999999,Broker,157,637.1999999999996,998.5999999999996,BuySell,157,,,Trades - Net Profit/Loss,157,,
158,backtest-ma-orcl-1995-2014,158,2000-08-16 23:59:59.999989,36.19,36.58,36.05,36.11,25518210.0,0.0,36.107746,TestStrategy,158,730348.9999999999,Broker,158,637.1999999999996,998.2999999999996,BuySell,158,,,Trades - Net Profit/Loss,158,,
159,backtest-ma-orcl-1995-2014,159,2000-08-17 23:59:59.999989,35.97,37.39,35.94,37.33,33822738.0,0.0,37.330799,TestStrategy,159,730349.9999999999,Broker,159,637.1999999999996,1010.4999999999995,BuySell,159,,,Trades - Net Profit/Loss,159,,
160,backtest-ma-orcl-1995-2014,160,2000-08-18 23:59:59.999989,37.14,37.69,36.08,36.16,34987673.0,0.0,36.163345,TestStrategy,160,730350.9999999999,Broker,160,637.1999999999996,998.7999999999995,BuySell,160,,,Trades - Net Profit/Loss,160,,
161,backtest-ma-orcl-1995-2014,161,2000-08-21 23:59:59.999989,36.52,37.08,35.92,37.0,22817118.0,0.0,36.997227,TestStrategy,161,730353.9999999999,Broker,161,637.1999999999996,1007.1999999999996,BuySell,161,,,Trades - Net Profit/Loss,161,,
162,backtest-ma-orcl-1995-2014,162,2000-08-22 23:59:59.999989,36.86,37.44,36.55,37.16,26140372.0,0.0,37.164005,TestStrategy,162,730354.9999999999,Broker,162,637.1999999999996,1008.7999999999995,BuySell,162,,,Trades - Net Profit/Loss,162,,
163,backtest-ma-orcl-1995-2014,163,2000-08-23 23:59:59.999989,36.89,36.97,36.02,36.86,28223796.0,0.0,36.858265,TestStrategy,163,730355.9999999999,Broker,163,637.1999999999996,1005.7999999999996,BuySell,163,,,Trades - Net Profit/Loss,163,,
164,backtest-ma-orcl-1995-2014,164,2000-08-24 23:59:59.999989,36.86,37.83,36.77,37.66,45434117.0,0.0,37.664349,TestStrategy,164,730356.9999999999,Broker,164,637.1999999999996,1013.7999999999995,BuySell,164,,,Trades - Net Profit/Loss,164,,
165,backtest-ma-orcl-1995-2014,165,2000-08-25 23:59:59.999989,37.66,38.61,37.58,37.64,30204492.0,0.0,37.636555,TestStrategy,165,730357.9999999999,Broker,165,637.1999999999996,1013.5999999999996,BuySell,165,,,Trades - Net Profit/Loss,165,,
166,backtest-ma-orcl-1995-2014,166,2000-08-28 23:59:59.999989,37.8,39.11,37.78,38.58,29043150.0,0.0,38.581642,TestStrategy,166,730360.9999999999,Broker,166,637.1999999999996,1022.9999999999995,BuySell,166,,,Trades - Net Profit/Loss,166,,
167,backtest-ma-orcl-1995-2014,167,2000-08-29 23:59:59.999989,38.61,39.7,38.5,39.03,42359774.0,0.0,39.026379,TestStrategy,167,730361.9999999999,Broker,167,637.1999999999996,1027.4999999999995,BuySell,167,,,Trades - Net Profit/Loss,167,,
168,backtest-ma-orcl-1995-2014,168,2000-08-30 23:59:59.999989,39.0,39.5,38.75,39.25,30436981.0,0.0,39.24876,TestStrategy,168,730362.9999999999,Broker,168,637.1999999999996,1029.6999999999996,BuySell,168,,,Trades - Net Profit/Loss,168,,
169,backtest-ma-orcl-1995-2014,169,2000-08-31 23:59:59.999989,39.33,40.47,39.33,40.44,44789705.0,0.0,40.444004,TestStrategy,169,730363.9999999999,Broker,169,637.1999999999996,1041.5999999999995,BuySell,169,,,Trades - Net Profit/Loss,169,,
170,backtest-ma-orcl-1995-2014,170,2000-09-01 23:59:59.999989,41.01,41.33,40.42,41.19,34196895.0,0.0,41.194511,TestStrategy,170,730364.9999999999,Broker,170,637.1999999999996,1049.0999999999995,BuySell,170,,,Trades - Net Profit/Loss,170,,
171,backtest-ma-orcl-1995-2014,171,2000-09-05 23:59:59.999989,41.08,41.28,40.28,40.5,28708358.0,0.0,40.499596,TestStrategy,171,730368.9999999999,Broker,171,637.1999999999996,1042.1999999999996,BuySell,171,,,Trades - Net Profit/Loss,171,,
172,backtest-ma-orcl-1995-2014,172,2000-09-06 23:59:59.999989,40.64,40.81,39.61,39.69,43252869.0,0.0,39.693497,TestStrategy,172,730369.9999999999,Broker,172,637.1999999999996,1034.0999999999995,BuySell,172,,,Trades - Net Profit/Loss,172,,
173,backtest-ma-orcl-1995-2014,173,2000-09-07 23:59:59.999989,40.08,40.81,39.8,40.56,32107149.0,0.0,40.555202,TestStrategy,173,730370.9999999999,Broker,173,637.1999999999996,1042.7999999999997,BuySell,173,,,Trades - Net Profit/Loss,173,,
174,backtest-ma-orcl-1995-2014,174,2000-09-08 23:59:59.999989,40.39,40.42,38.47,38.5,38864275.0,0.0,38.498257,TestStrategy,174,730371.9999999999,Broker,174,637.1999999999996,1022.1999999999996,BuySell,174,,,Trades - Net Profit/Loss,174,,
175,backtest-ma-orcl-1995-2014,175,2000-09-11 23:59:59.999989,38.28,38.58,36.64,37.11,46610521.0,0.0,37.108418,TestStrategy,175,730374.9999999999,Broker,175,1019.9999999999995,1019.9999999999995,BuySell,175,,39.158699999999996,Trades - Net Profit/Loss,175,34.50000000000003,
176,backtest-ma-orcl-1995-2014,176,2000-09-12 23:59:59.999989,36.91,37.94,35.16,35.3,55769034.0,0.0,35.301636,TestStrategy,176,730375.9999999999,Broker,176,1019.9999999999995,1019.9999999999995,BuySell,176,,,Trades - Net Profit/Loss,176,,
177,backtest-ma-orcl-1995-2014,177,2000-09-13 23:59:59.999989,34.58,36.8,34.22,36.39,76597127.0,0.0,36.385712,TestStrategy,177,730376.9999999999,Broker,177,1019.9999999999995,1019.9999999999995,BuySell,177,,,Trades - Net Profit/Loss,177,,
178,backtest-ma-orcl-1995-2014,178,2000-09-14 23:59:59.999989,38.41,38.53,36.58,37.78,72143103.0,0.0,37.775547,TestStrategy,178,730377.9999999999,Broker,178,1019.9999999999995,1019.9999999999995,BuySell,178,,,Trades - Net Profit/Loss,178,,
179,backtest-ma-orcl-1995-2014,179,2000-09-15 23:59:59.999989,36.08,36.86,34.69,34.83,138213578.0,0.0,34.829094,TestStrategy,179,730378.9999999999,Broker,179,1019.9999999999995,1019.9999999999995,BuySell,179,,,Trades - Net Profit/Loss,179,,
180,backtest-ma-orcl-1995-2014,180,2000-09-18 23:59:59.999989,35.05,35.58,33.24,34.01,82066996.0,0.0,34.009083,TestStrategy,180,730381.9999999999,Broker,180,1019.9999999999995,1019.9999999999995,BuySell,180,,,Trades - Net Profit/Loss,180,,
181,backtest-ma-orcl-1995-2014,181,2000-09-19 23:59:59.999989,34.44,35.47,33.86,35.27,59807973.0,0.0,35.273842,TestStrategy,181,730382.9999999999,Broker,181,1019.9999999999995,1019.9999999999995,BuySell,181,,,Trades - Net Profit/Loss,181,,
182,backtest-ma-orcl-1995-2014,182,2000-09-20 23:59:59.999989,35.13,35.86,34.47,35.55,41992818.0,0.0,35.551811,TestStrategy,182,730383.9999999999,Broker,182,1019.9999999999995,1019.9999999999995,BuySell,182,,,Trades - Net Profit/Loss,182,,
183,backtest-ma-orcl-1995-2014,183,2000-09-21 23:59:59.999989,35.33,35.58,33.58,35.11,30534340.0,0.0,35.107071,TestStrategy,183,730384.9999999999,Broker,183,1019.9999999999995,1019.9999999999995,BuySell,183,,,Trades - Net Profit/Loss,183,,
184,backtest-ma-orcl-1995-2014,184,2000-09-22 23:59:59.999989,33.77,35.91,33.58,35.91,66025935.0,0.0,35.90617,TestStrategy,184,730385.9999999999,Broker,184,1019.9999999999995,1019.9999999999995,BuySell,184,,,Trades - Net Profit/Loss,184,,
185,backtest-ma-orcl-1995-2014,185,2000-09-25 23:59:59.999989,36.08,36.72,35.02,35.02,39065755.0,0.0,35.02367,TestStrategy,185,730388.9999999999,Broker,185,1019.9999999999995,1019.9999999999995,BuySell,185,,,Trades - Net Profit/Loss,185,,
186,backtest-ma-orcl-1995-2014,186,2000-09-26 23:59:59.999989,35.27,36.02,34.97,35.33,44962151.0,0.0,35.329445,TestStrategy,186,730389.9999999999,Broker,186,1019.9999999999995,1019.9999999999995,BuySell,186,,,Trades - Net Profit/Loss,186,,
187,backtest-ma-orcl-1995-2014,187,2000-09-27 23:59:59.999989,35.66,36.0,34.69,35.52,54194640.0,0.0,35.524014,TestStrategy,187,730390.9999999999,Broker,187,1019.9999999999995,1019.9999999999995,BuySell,187,,,Trades - Net Profit/Loss,187,,
188,backtest-ma-orcl-1995-2014,188,2000-09-28 23:59:59.999989,35.36,36.55,34.86,36.24,47430069.0,0.0,36.239758,TestStrategy,188,730391.9999999999,Broker,188,1019.9999999999995,1019.9999999999995,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,backtest-ma-orcl-1995-2014,189,2000-09-29 23:59:59.999989,36.18,36.33,34.8,35.02,39171884.0,0.0,35.02367,TestStrategy,189,730392.9999999999,Broker,189,658.1999999999996,1008.3999999999996,BuySell,189,34.278,,Trades - Net Profit/Loss,189,,
190,backtest-ma-orcl-1995-2014,190,2000-10-02 23:59:59.999989,35.47,36.52,34.57,35.02,51868822.0,0.0,35.02367,TestStrategy,190,730395.9999999999,Broker,190,1012.8999999999996,1012.8999999999996,BuySell,190,,37.0678,Trades - Net Profit/Loss,190,,-7.1000000000000085
191,backtest-ma-orcl-1995-2014,191,2000-10-03 23:59:59.999989,35.5,36.3,30.58,30.91,108857655.0,0.0,30.909779,TestStrategy,191,730396.9999999999,Broker,191,1012.8999999999996,1012.8999999999996,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,backtest-ma-orcl-1995-2014,192,2000-10-04 23:59:59.999989,29.35,31.47,26.91,30.3,230302721.0,0.0,30.298258,TestStrategy,192,730397.9999999999,Broker,192,1012.8999999999996,1012.8999999999996,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,backtest-ma-orcl-1995-2014,193,2000-10-05 23:59:59.999989,30.38,30.97,29.58,30.38,61064181.0,0.0,30.381655,TestStrategy,193,730398.9999999999,Broker,193,1012.8999999999996,1012.8999999999996,BuySell,193,,,Trades - Net Profit/Loss,193,,
194,backtest-ma-orcl-1995-2014,194,2000-10-06 23:59:59.999989,30.8,31.85,29.74,30.08,60010103.0,0.0,30.075888,TestStrategy,194,730399.9999999999,Broker,194,1012.8999999999996,1012.8999999999996,BuySell,194,,,Trades - Net Profit/Loss,194,,
195,backtest-ma-orcl-1995-2014,195,2000-10-09 23:59:59.999989,30.08,30.58,28.96,29.69,45311349.0,0.0,29.686735,TestStrategy,195,730402.9999999999,Broker,195,1012.8999999999996,1012.8999999999996,BuySell,195,,,Trades - Net Profit/Loss,195,,
196,backtest-ma-orcl-1995-2014,196,2000-10-10 23:59:59.999989,29.38,29.91,28.69,28.74,57278211.0,0.0,28.741648,TestStrategy,196,730403.9999999999,Broker,196,1012.8999999999996,1012.8999999999996,BuySell,196,,,Trades - Net Profit/Loss,196,,
197,backtest-ma-orcl-1995-2014,197,2000-10-11 23:59:59.999989,28.02,29.35,27.57,27.69,80593573.0,0.0,27.685385,TestStrategy,197,730404.9999999999,Broker,197,1012.8999999999996,1012.8999999999996,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,backtest-ma-orcl-1995-2014,198,2000-10-12 23:59:59.999989,28.38,28.85,27.46,28.02,57211875.0,0.0,28.01894,TestStrategy,198,730405.9999999999,Broker,198,1012.8999999999996,1012.8999999999996,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,backtest-ma-orcl-1995-2014,199,2000-10-13 23:59:59.999989,27.57,31.8,27.57,31.69,43298963.0,0.0,31.688086,TestStrategy,199,730406.9999999999,Broker,199,1012.8999999999996,1012.8999999999996,BuySell,199,,,Trades - Net Profit/Loss,199,,
200,backtest-ma-orcl-1995-2014,200,2000-10-16 23:59:59.999989,32.52,32.91,29.69,30.74,41012808.0,0.0,30.743013,TestStrategy,200,730409.9999999999,Broker,200,1012.8999999999996,1012.8999999999996,BuySell,200,,,Trades - Net Profit/Loss,200,,
201,backtest-ma-orcl-1995-2014,201,2000-10-17 23:59:59.999989,31.8,31.91,29.24,29.96,33000811.0,0.0,29.964703,TestStrategy,201,730410.9999999999,Broker,201,1012.8999999999996,1012.8999999999996,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,backtest-ma-orcl-1995-2014,202,2000-10-18 23:59:59.999989,28.07,31.47,27.13,29.85,59076416.0,0.0,29.853519,TestStrategy,202,730411.9999999999,Broker,202,1012.8999999999996,1012.8999999999996,BuySell,202,,,Trades - Net Profit/Loss,202,,
