===============================================================================
Id,backtest-ma-orcl-1995-2014,len,datetime,open,high,low,close,volume,openinterest,adjclose,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
203,backtest-ma-orcl-1995-2014,203,2000-10-19 23:59:59.999989,32.02,32.47,30.8,32.36,44206221.0,0.0,32.355206,TestStrategy,203,730412.9999999999,Broker,203,1012.8999999999996,1012.8999999999996,BuySell,203,,,Trades - Net Profit/Loss,203,,
204,backtest-ma-orcl-1995-2014,204,2000-10-20 23:59:59.999989,32.13,32.47,31.08,31.35,38306663.0,0.0,31.354528,TestStrategy,204,730413.9999999999,Broker,204,691.5999999999997,1005.0999999999997,BuySell,204,30.613799999999998,,Trades - Net Profit/Loss,204,,
205,backtest-ma-orcl-1995-2014,205,2000-10-23 23:59:59.999989,31.3,31.35,29.69,30.3,31834304.0,0.0,30.298258,TestStrategy,205,730416.9999999999,Broker,205,691.5999999999997,994.5999999999997,BuySell,205,,,Trades - Net Profit/Loss,205,,
206,backtest-ma-orcl-1995-2014,206,2000-10-24 23:59:59.999989,31.13,32.52,30.69,31.85,41274206.0,0.0,31.854866,TestStrategy,206,730417.9999999999,Broker,206,691.5999999999997,1010.0999999999997,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,backtest-ma-orcl-1995-2014,207,2000-10-25 23:59:59.999989,32.47,32.58,30.24,30.58,37506440.0,0.0,30.576216,TestStrategy,207,730418.9999999999,Broker,207,691.5999999999997,997.3999999999996,BuySell,207,,,Trades - Net Profit/Loss,207,,
208,backtest-ma-orcl-1995-2014,208,2000-10-26 23:59:59.999989,30.91,31.91,27.52,30.3,56196913.0,0.0,30.298258,TestStrategy,208,730419.9999999999,Broker,208,691.5999999999997,994.5999999999997,BuySell,208,,,Trades - Net Profit/Loss,208,,
209,backtest-ma-orcl-1995-2014,209,2000-10-27 23:59:59.999989,30.69,31.3,29.35,30.41,39306217.0,0.0,30.409451,TestStrategy,209,730420.9999999999,Broker,209,691.5999999999997,995.6999999999997,BuySell,209,,,Trades - Net Profit/Loss,209,,
210,backtest-ma-orcl-1995-2014,210,2000-10-30 23:59:59.999989,30.02,30.35,27.91,28.13,39820898.0,0.0,28.130129,TestStrategy,210,730423.9999999999,Broker,210,691.5999999999997,972.8999999999996,BuySell,210,,,Trades - Net Profit/Loss,210,,
211,backtest-ma-orcl-1995-2014,211,2000-10-31 23:59:59.999989,29.02,30.91,28.91,29.35,47084284.0,0.0,29.35317,TestStrategy,211,730424.9999999999,Broker,211,981.7999999999997,981.7999999999997,BuySell,211,,31.373649999999998,Trades - Net Profit/Loss,211,,-31.10000000000003
212,backtest-ma-orcl-1995-2014,212,2000-11-01 23:59:59.999989,29.19,29.52,27.02,27.91,70480944.0,0.0,27.907751,TestStrategy,212,730425.9999999999,Broker,212,981.7999999999997,981.7999999999997,BuySell,212,,,Trades - Net Profit/Loss,212,,
213,backtest-ma-orcl-1995-2014,213,2000-11-02 23:59:59.999989,28.85,28.91,24.24,26.3,168374556.0,0.0,26.295551,TestStrategy,213,730426.9999999999,Broker,213,981.7999999999997,981.7999999999997,BuySell,213,,,Trades - Net Profit/Loss,213,,
214,backtest-ma-orcl-1995-2014,214,2000-11-03 23:59:59.999989,28.02,28.24,26.24,26.96,73095237.0,0.0,26.962673,TestStrategy,214,730427.9999999999,Broker,214,981.7999999999997,981.7999999999997,BuySell,214,,,Trades - Net Profit/Loss,214,,
215,backtest-ma-orcl-1995-2014,215,2000-11-06 23:59:59.999989,27.3,27.57,24.46,24.85,84937994.0,0.0,24.850128,TestStrategy,215,730430.9999999999,Broker,215,981.7999999999997,981.7999999999997,BuySell,215,,,Trades - Net Profit/Loss,215,,
216,backtest-ma-orcl-1995-2014,216,2000-11-07 23:59:59.999989,25.24,25.29,23.57,23.63,66275043.0,0.0,23.627083,TestStrategy,216,730431.9999999999,Broker,216,981.7999999999997,981.7999999999997,BuySell,216,,,Trades - Net Profit/Loss,216,,
217,backtest-ma-orcl-1995-2014,217,2000-11-08 23:59:59.999989,24.35,24.46,21.79,22.07,70872049.0,0.0,22.070478,TestStrategy,217,730432.9999999999,Broker,217,981.7999999999997,981.7999999999997,BuySell,217,,,Trades - Net Profit/Loss,217,,
218,backtest-ma-orcl-1995-2014,218,2000-11-09 23:59:59.999989,21.96,24.35,21.4,24.18,75639622.0,0.0,24.183014,TestStrategy,218,730433.9999999999,Broker,218,981.7999999999997,981.7999999999997,BuySell,218,,,Trades - Net Profit/Loss,218,,
219,backtest-ma-orcl-1995-2014,219,2000-11-10 23:59:59.999989,23.52,23.96,22.13,22.63,61394046.0,0.0,22.626406,TestStrategy,219,730434.9999999999,Broker,219,981.7999999999997,981.7999999999997,BuySell,219,,,Trades - Net Profit/Loss,219,,
220,backtest-ma-orcl-1995-2014,220,2000-11-13 23:59:59.999989,22.35,23.02,20.9,22.01,69312504.0,0.0,22.014885,TestStrategy,220,730437.9999999999,Broker,220,981.7999999999997,981.7999999999997,BuySell,220,,,Trades - Net Profit/Loss,220,,
221,backtest-ma-orcl-1995-2014,221,2000-11-14 23:59:59.999989,24.35,25.35,23.57,25.24,87122156.0,0.0,25.239283,TestStrategy,221,730438.9999999999,Broker,221,981.7999999999997,981.7999999999997,BuySell,221,,,Trades - Net Profit/Loss,221,,
222,backtest-ma-orcl-1995-2014,222,2000-11-15 23:59:59.999989,25.63,26.18,24.64,25.68,56942389.0,0.0,25.684031,TestStrategy,222,730439.9999999999,Broker,222,981.7999999999997,981.7999999999997,BuySell,222,,,Trades - Net Profit/Loss,222,,
223,backtest-ma-orcl-1995-2014,223,2000-11-16 23:59:59.999989,25.57,26.52,24.24,24.35,42706029.0,0.0,24.349798,TestStrategy,223,730440.9999999999,Broker,223,981.7999999999997,981.7999999999997,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,backtest-ma-orcl-1995-2014,224,2000-11-17 23:59:59.999989,23.96,26.02,22.46,25.63,67045128.0,0.0,25.628443,TestStrategy,224,730441.9999999999,Broker,224,981.7999999999997,981.7999999999997,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,backtest-ma-orcl-1995-2014,225,2000-11-20 23:59:59.999989,21.63,23.02,21.35,22.01,100932410.0,0.0,22.014885,TestStrategy,225,730444.9999999999,Broker,225,765.4999999999998,985.5999999999998,BuySell,225,21.02975,,Trades - Net Profit/Loss,225,,
226,backtest-ma-orcl-1995-2014,226,2000-11-21 23:59:59.999989,22.07,22.79,20.9,21.24,65933724.0,0.0,21.236578,TestStrategy,226,730445.9999999999,Broker,226,986.1999999999998,986.1999999999998,BuySell,226,,23.131849999999996,Trades - Net Profit/Loss,226,4.400000000000013,
227,backtest-ma-orcl-1995-2014,227,2000-11-22 23:59:59.999989,21.01,21.4,19.62,19.85,59939171.0,0.0,19.846748,TestStrategy,227,730446.9999999999,Broker,227,986.1999999999998,986.1999999999998,BuySell,227,,,Trades - Net Profit/Loss,227,,
228,backtest-ma-orcl-1995-2014,228,2000-11-24 23:59:59.999989,20.74,21.57,20.57,21.46,25232324.0,0.0,21.458946,TestStrategy,228,730448.9999999999,Broker,228,986.1999999999998,986.1999999999998,BuySell,228,,,Trades - Net Profit/Loss,228,,
229,backtest-ma-orcl-1995-2014,229,2000-11-27 23:59:59.999989,22.63,22.96,20.35,20.57,51338613.0,0.0,20.569464,TestStrategy,229,730451.9999999999,Broker,229,986.1999999999998,986.1999999999998,BuySell,229,,,Trades - Net Profit/Loss,229,,
230,backtest-ma-orcl-1995-2014,230,2000-11-28 23:59:59.999989,20.9,21.18,19.79,20.15,48426957.0,0.0,20.152466,TestStrategy,230,730452.9999999999,Broker,230,986.1999999999998,986.1999999999998,BuySell,230,,,Trades - Net Profit/Loss,230,,
231,backtest-ma-orcl-1995-2014,231,2000-11-29 23:59:59.999989,20.63,21.01,19.4,20.35,84778459.0,0.0,20.347086,TestStrategy,231,730453.9999999999,Broker,231,986.1999999999998,986.1999999999998,BuySell,231,,,Trades - Net Profit/Loss,231,,
232,backtest-ma-orcl-1995-2014,232,2000-11-30 23:59:59.999989,19.35,24.57,19.12,23.57,94870311.0,0.0,23.571487,TestStrategy,232,730454.9999999999,Broker,232,986.1999999999998,986.1999999999998,BuySell,232,,,Trades - Net Profit/Loss,232,,
233,backtest-ma-orcl-1995-2014,233,2000-12-01 23:59:59.999989,23.46,24.79,22.68,23.52,54709417.0,0.0,23.515902,TestStrategy,233,730455.9999999999,Broker,233,751.5999999999998,986.7999999999997,BuySell,233,22.3398,,Trades - Net Profit/Loss,233,,
234,backtest-ma-orcl-1995-2014,234,2000-12-04 23:59:59.999989,23.35,25.68,23.29,25.07,45768244.0,0.0,25.072502,TestStrategy,234,730458.9999999999,Broker,234,751.5999999999998,1002.2999999999997,BuySell,234,,,Trades - Net Profit/Loss,234,,
235,backtest-ma-orcl-1995-2014,235,2000-12-05 23:59:59.999989,26.18,28.02,25.68,28.02,67178596.0,0.0,28.01894,TestStrategy,235,730459.9999999999,Broker,235,751.5999999999998,1031.7999999999997,BuySell,235,,,Trades - Net Profit/Loss,235,,
236,backtest-ma-orcl-1995-2014,236,2000-12-06 23:59:59.999989,27.74,28.13,26.07,26.85,47359265.0,0.0,26.851484,TestStrategy,236,730460.9999999999,Broker,236,751.5999999999998,1020.0999999999998,BuySell,236,,,Trades - Net Profit/Loss,236,,
237,backtest-ma-orcl-1995-2014,237,2000-12-07 23:59:59.999989,26.35,26.63,25.02,25.18,46193090.0,0.0,25.183691,TestStrategy,237,730461.9999999999,Broker,237,751.5999999999998,1003.3999999999999,BuySell,237,,,Trades - Net Profit/Loss,237,,
238,backtest-ma-orcl-1995-2014,238,2000-12-08 23:59:59.999989,26.74,27.24,26.02,26.74,45028714.0,0.0,26.740299,TestStrategy,238,730462.9999999999,Broker,238,751.5999999999998,1018.9999999999998,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,backtest-ma-orcl-1995-2014,239,2000-12-11 23:59:59.999989,27.13,28.69,26.68,28.41,56526418.0,0.0,28.408096,TestStrategy,239,730465.9999999999,Broker,239,751.5999999999998,1035.6999999999998,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,backtest-ma-orcl-1995-2014,240,2000-12-12 23:59:59.999989,28.35,28.91,27.05,27.35,29771210.0,0.0,27.351824,TestStrategy,240,730466.9999999999,Broker,240,751.5999999999998,1025.1,BuySell,240,,,Trades - Net Profit/Loss,240,,
241,backtest-ma-orcl-1995-2014,241,2000-12-13 23:59:59.999989,28.41,28.46,25.13,25.24,42646453.0,0.0,25.239283,TestStrategy,241,730467.9999999999,Broker,241,751.5999999999998,1003.9999999999998,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,backtest-ma-orcl-1995-2014,242,2000-12-14 23:59:59.999989,26.02,26.63,24.24,24.46,51596300.0,0.0,24.460979,TestStrategy,242,730468.9999999999,Broker,242,751.5999999999998,996.1999999999998,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,backtest-ma-orcl-1995-2014,243,2000-12-15 23:59:59.999989,26.18,26.75,25.07,25.41,134913228.0,0.0,25.406065,TestStrategy,243,730469.9999999999,Broker,243,1013.3999999999999,1013.3999999999999,BuySell,243,,27.151249999999997,Trades - Net Profit/Loss,243,27.19999999999999,
244,backtest-ma-orcl-1995-2014,244,2000-12-18 23:59:59.999989,26.68,28.85,26.63,28.46,69298225.0,0.0,28.46369,TestStrategy,244,730472.9999999999,Broker,244,746.5999999999999,1031.1999999999998,BuySell,244,26.230549999999997,,Trades - Net Profit/Loss,244,,
245,backtest-ma-orcl-1995-2014,245,2000-12-19 23:59:59.999989,28.3,29.46,26.8,27.24,65940811.0,0.0,27.240635,TestStrategy,245,730473.9999999999,Broker,245,746.5999999999999,1018.9999999999999,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,backtest-ma-orcl-1995-2014,246,2000-12-20 23:59:59.999989,24.96,26.52,24.46,25.35,61204159.0,0.0,25.350471,TestStrategy,246,730474.9999999999,Broker,246,746.5999999999999,1000.0999999999999,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,backtest-ma-orcl-1995-2014,247,2000-12-21 23:59:59.999989,24.74,26.91,24.29,26.24,52524133.0,0.0,26.23996,TestStrategy,247,730475.9999999999,Broker,247,993.9999999999999,993.9999999999999,BuySell,247,,27.31365,Trades - Net Profit/Loss,247,,-19.400000000000013
248,backtest-ma-orcl-1995-2014,248,2000-12-22 23:59:59.999989,27.02,28.45,26.68,28.35,39987173.0,0.0,28.352501,TestStrategy,248,730476.9999999999,Broker,248,723.8,1007.3,BuySell,248,26.279799999999998,,Trades - Net Profit/Loss,248,,
249,backtest-ma-orcl-1995-2014,249,2000-12-26 23:59:59.999989,28.02,28.63,26.68,27.52,23147532.0,0.0,27.518599,TestStrategy,249,730480.9999999999,Broker,249,723.8,999.0,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,backtest-ma-orcl-1995-2014,250,2000-12-27 23:59:59.999989,27.02,27.63,26.13,27.3,29722082.0,0.0,27.29623,TestStrategy,250,730481.9999999999,Broker,250,723.8,996.8,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,backtest-ma-orcl-1995-2014,251,2000-12-28 23:59:59.999989,27.19,28.13,27.02,27.63,28166250.0,0.0,27.629786,TestStrategy,251,730482.9999999999,Broker,251,723.8,1000.1,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,backtest-ma-orcl-1995-2014,252,2000-12-29 23:59:59.999989,27.46,27.85,25.52,25.85,35640862.0,0.0,25.850811,TestStrategy,252,730483.9999999999,Broker,252,998.4,998.4,BuySell,252,,28.26775,Trades - Net Profit/Loss,252,4.400000000000013,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: backtest-ma-orcl-1995-2014
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - TestStrategy:
      *************************************************************************
      - Params:
        - maperiod: 15
      *************************************************************************
      - Indicators:
        .......................................................................
        - SimpleMovingAverage:
          - Lines: sma
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 15
        .......................................................................
        - ExponentialMovingAverage:
          - Lines: ema
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 25
        .......................................................................
        - WeightedMovingAverage:
          - Lines: wma
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 25
        .......................................................................
        - StochasticSlow:
          - Lines: percK, percD
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 14
            - period_dfast: 3
            - movav: MovingAverageSimple
            - upperband: 80.0
            - lowerband: 20.0
            - safediv: False
            - safezero: 0.0
            - period_dslow: 3
        .......................................................................
        - MACDHisto:
          - Lines: macd, signal, histo
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period_me1: 12
            - period_me2: 26
            - period_signal: 9
            - movav: ExponentialMovingAverage
        .......................................................................
        - RSI:
          - Lines: rsi
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 14
            - movav: SmoothedMovingAverage
            - upperband: 70.0
            - lowerband: 30.0
            - safediv: False
            - safehigh: 100.0
            - safelow: 50.0
            - lookback: 1
        .......................................................................
        - SmoothedMovingAverage:
          - Lines: smma
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 10
        .......................................................................
        - ATR:
          - Lines: atr
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 14
            - movav: SmoothedMovingAverage
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 1000.0
          - End: 998.4
        .......................................................................
        - pyfolio:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - timeframe: 5
            - compression: 1
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - returns:
              - 2000-01-03 00:00:00: 0.0
              - 2000-01-04 00:00:00: 0.0
              - 2000-01-05 00:00:00: 0.0
              - 2000-01-06 00:00:00: 0.0
              - 2000-01-07 00:00:00: 0.0
              - 2000-01-10 00:00:00: 0.0
              - 2000-01-11 00:00:00: 0.0
              - 2000-01-12 00:00:00: 0.0
              - 2000-01-13 00:00:00: 0.0
              - 2000-01-14 00:00:00: 0.0
              - 2000-01-18 00:00:00: 0.0
              - 2000-01-19 00:00:00: 0.0
              - 2000-01-20 00:00:00: 0.0
              - 2000-01-21 00:00:00: 0.0
              - 2000-01-24 00:00:00: 0.0
              - 2000-01-25 00:00:00: 0.0
              - 2000-01-26 00:00:00: 0.0
              - 2000-01-27 00:00:00: 0.0
              - 2000-01-28 00:00:00: 0.0
              - 2000-01-31 00:00:00: 0.0
              - 2000-02-01 00:00:00: 0.0
              - 2000-02-02 00:00:00: 0.0
              - 2000-02-03 00:00:00: 0.0
              - 2000-02-04 00:00:00: 0.0
              - 2000-02-07 00:00:00: 0.0
              - 2000-02-08 00:00:00: 0.0
              - 2000-02-09 00:00:00: 0.0
              - 2000-02-10 00:00:00: 0.0
              - 2000-02-11 00:00:00: 0.0
              - 2000-02-14 00:00:00: 0.0
              - 2000-02-15 00:00:00: 0.0
              - 2000-02-16 00:00:00: 0.0
              - 2000-02-17 00:00:00: 0.0
              - 2000-02-18 00:00:00: 0.0
              - 2000-02-22 00:00:00: 0.0
              - 2000-02-23 00:00:00: 0.012799999999999923
              - 2000-02-24 00:00:00: -0.004936808846761509
              - 2000-02-25 00:00:00: 0.0383012502480653
              - 2000-02-28 00:00:00: -0.008505351681957318
              - 2000-02-29 00:00:00: 0.024096385542168752
              - 2000-03-01 00:00:00: -0.011482352941176499
              - 2000-03-02 00:00:00: -0.012663048652765796
              - 2000-03-03 00:00:00: 0.02786885245901649
              - 2000-03-06 00:00:00: 0.003095975232197956
              - 2000-03-07 00:00:00: -0.0033670033670032407
              - 2000-03-08 00:00:00: 0.034159159159159236
              - 2000-03-09 00:00:00: 0.0035390199637024278
              - 2000-03-10 00:00:00: -0.009584953431594267
              - 2000-03-13 00:00:00: -0.011686295991965578
              - 2000-03-14 00:00:00: -0.0071131639722864515
              - 2000-03-15 00:00:00: 0.006698920729438118
              - 2000-03-16 00:00:00: 0.013585951940850105
              - 2000-03-17 00:00:00: -0.008571168049603228
              - 2000-03-20 00:00:00: -0.006897820288788714
              - 2000-03-21 00:00:00: 0.010557510650120339
              - 2000-03-22 00:00:00: 0.013746334310850372
              - 2000-03-23 00:00:00: 0.011299945760260277
              - 2000-03-24 00:00:00: 0.0004469473496022669
              - 2000-03-27 00:00:00: 0.005718370264474748
              - 2000-03-28 00:00:00: -0.007373845060412165
              - 2000-03-29 00:00:00: -0.01619976729616046
              - 2000-03-30 00:00:00: -0.016466521106259013
              - 2000-03-31 00:00:00: 0.007214873739709526
              - 2000-04-03 00:00:00: 0.0
              - 2000-04-04 00:00:00: 0.0
              - 2000-04-05 00:00:00: 0.0
              - 2000-04-06 00:00:00: 0.0
              - 2000-04-07 00:00:00: 0.014050877031867026
              - 2000-04-10 00:00:00: -0.018656040572360033
              - 2000-04-11 00:00:00: -0.021040974529346834
              - 2000-04-12 00:00:00: 0.0023567119155354366
              - 2000-04-13 00:00:00: 0.0
              - 2000-04-14 00:00:00: 0.0
              - 2000-04-17 00:00:00: 0.0
              - 2000-04-18 00:00:00: 0.0
              - 2000-04-19 00:00:00: -0.017022477193642582
              - 2000-04-20 00:00:00: -0.0031572904707232174
              - 2000-04-24 00:00:00: 0.0
              - 2000-04-25 00:00:00: 0.0
              - 2000-04-26 00:00:00: 0.0
              - 2000-04-27 00:00:00: 0.0
              - 2000-04-28 00:00:00: 0.006142624052212442
              - 2000-05-01 00:00:00: -0.0010493179433367361
              - 2000-05-02 00:00:00: -0.007925897631780199
              - 2000-05-03 00:00:00: -0.008566753296756047
              - 2000-05-04 00:00:00: -0.006796116504854344
              - 2000-05-05 00:00:00: -0.0010752688172044333
              - 2000-05-08 00:00:00: -0.013014972110774181
              - 2000-05-09 00:00:00: 0.006047987309141467
              - 2000-05-10 00:00:00: 0.0
              - 2000-05-11 00:00:00: 0.0
              - 2000-05-12 00:00:00: 0.0
              - 2000-05-15 00:00:00: 0.0
              - 2000-05-16 00:00:00: 0.006898590716468034
              - 2000-05-17 00:00:00: -0.004404423999217033
              - 2000-05-18 00:00:00: -0.02241447109712935
              - 2000-05-19 00:00:00: -0.004726468222043478
              - 2000-05-22 00:00:00: 0.0
              - 2000-05-23 00:00:00: 0.0
              - 2000-05-24 00:00:00: 0.0
              - 2000-05-25 00:00:00: 0.0
              - 2000-05-26 00:00:00: 0.0
              - 2000-05-30 00:00:00: 0.0
              - 2000-05-31 00:00:00: -0.0061634838840052275
              - 2000-06-01 00:00:00: 0.027043513623424165
              - 2000-06-02 00:00:00: 0.0101960007919224
              - 2000-06-05 00:00:00: 0.0033317001469868046
              - 2000-06-06 00:00:00: -0.01689618126770187
              - 2000-06-07 00:00:00: 0.013014106894496225
              - 2000-06-08 00:00:00: 0.010395214278709597
              - 2000-06-09 00:00:00: 0.0012617684169657917
              - 2000-06-12 00:00:00: -0.009112058937572831
              - 2000-06-13 00:00:00: 0.004891410682840824
              - 2000-06-14 00:00:00: -0.011682242990654235
              - 2000-06-15 00:00:00: 0.015366430260047359
              - 2000-06-16 00:00:00: -0.002716336825766552
              - 2000-06-19 00:00:00: 0.01789883268482506
              - 2000-06-20 00:00:00: 0.00019113149847105326
              - 2000-06-21 00:00:00: 0.000573284922606554
              - 2000-06-22 00:00:00: -0.019862490450725745
              - 2000-06-23 00:00:00: -0.0030202650038971823
              - 2000-06-26 00:00:00: 0.0
              - 2000-06-27 00:00:00: -0.0005863383172090009
              - 2000-06-28 00:00:00: -0.0007822430820376702
              - 2000-06-29 00:00:00: -0.005186417457676784
              - 2000-06-30 00:00:00: -0.0021640763328742985
              - 2000-07-03 00:00:00: -0.004140378548895929
              - 2000-07-05 00:00:00: -0.014848544842605449
              - 2000-07-06 00:00:00: 0.0
              - 2000-07-07 00:00:00: 0.0
              - 2000-07-10 00:00:00: 0.0
              - 2000-07-11 00:00:00: 0.0
              - 2000-07-12 00:00:00: 0.0
              - 2000-07-13 00:00:00: 0.0
              - 2000-07-14 00:00:00: 0.0
              - 2000-07-17 00:00:00: 0.0
              - 2000-07-18 00:00:00: 0.0
              - 2000-07-19 00:00:00: 0.0
              - 2000-07-20 00:00:00: 0.0
              - 2000-07-21 00:00:00: -0.008942926045016009
              - 2000-07-24 00:00:00: 0.007604177228023978
              - 2000-07-25 00:00:00: 0.0
              - 2000-07-26 00:00:00: 0.008653652646407828
              - 2000-07-27 00:00:00: -0.007482043096568192
              - 2000-07-28 00:00:00: 0.0003015378429993554
              - 2000-07-31 00:00:00: 0.0
              - 2000-08-01 00:00:00: -0.009244372990353633
              - 2000-08-02 00:00:00: -0.0005070993914808586
              - 2000-08-03 00:00:00: 0.0
              - 2000-08-04 00:00:00: 0.01461187214611881
              - 2000-08-07 00:00:00: 0.0014001400140013498
              - 2000-08-08 00:00:00: 0.004993508439029348
              - 2000-08-09 00:00:00: -0.007154923978932692
              - 2000-08-10 00:00:00: -0.0058052247022319925
              - 2000-08-11 00:00:00: 0.0047317024061208635
              - 2000-08-14 00:00:00: 0.005611222444889874
              - 2000-08-15 00:00:00: -0.004982064567556788
              - 2000-08-16 00:00:00: -0.00030042058882429057
              - 2000-08-17 00:00:00: 0.012220775318040555
              - 2000-08-18 00:00:00: -0.011578426521524077
              - 2000-08-21 00:00:00: 0.008410092110532785
              - 2000-08-22 00:00:00: 0.001588562351072298
              - 2000-08-23 00:00:00: -0.0029738302934178007
              - 2000-08-24 00:00:00: 0.007953867568104789
              - 2000-08-25 00:00:00: -0.000197277569540244
              - 2000-08-28 00:00:00: 0.009273875295974676
              - 2000-08-29 00:00:00: 0.004398826979472137
              - 2000-08-30 00:00:00: 0.0021411192214111363
              - 2000-08-31 00:00:00: 0.01155676410605011
              - 2000-09-01 00:00:00: 0.007200460829493105
              - 2000-09-05 00:00:00: -0.006577066056619785
              - 2000-09-06 00:00:00: -0.00777202072538874
              - 2000-09-07 00:00:00: 0.0084131128517555
              - 2000-09-08 00:00:00: -0.01975450709627935
              - 2000-09-11 00:00:00: -0.0021522207004500693
              - 2000-09-12 00:00:00: 0.0
              - 2000-09-13 00:00:00: 0.0
              - 2000-09-14 00:00:00: 0.0
              - 2000-09-15 00:00:00: 0.0
              - 2000-09-18 00:00:00: 0.0
              - 2000-09-19 00:00:00: 0.0
              - 2000-09-20 00:00:00: 0.0
              - 2000-09-21 00:00:00: 0.0
              - 2000-09-22 00:00:00: 0.0
              - 2000-09-25 00:00:00: 0.0
              - 2000-09-26 00:00:00: 0.0
              - 2000-09-27 00:00:00: 0.0
              - 2000-09-28 00:00:00: 0.0
              - 2000-09-29 00:00:00: -0.011372549019607714
              - 2000-10-02 00:00:00: 0.004462514875049672
              - 2000-10-03 00:00:00: 0.0
              - 2000-10-04 00:00:00: 0.0
              - 2000-10-05 00:00:00: 0.0
              - 2000-10-06 00:00:00: 0.0
              - 2000-10-09 00:00:00: 0.0
              - 2000-10-10 00:00:00: 0.0
              - 2000-10-11 00:00:00: 0.0
              - 2000-10-12 00:00:00: 0.0
              - 2000-10-13 00:00:00: 0.0
              - 2000-10-16 00:00:00: 0.0
              - 2000-10-17 00:00:00: 0.0
              - 2000-10-18 00:00:00: 0.0
              - 2000-10-19 00:00:00: 0.0
              - 2000-10-20 00:00:00: -0.00770066146707471
              - 2000-10-23 00:00:00: -0.010446721719231888
              - 2000-10-24 00:00:00: 0.015584154433943231
              - 2000-10-25 00:00:00: -0.012573012573012576
              - 2000-10-26 00:00:00: -0.0028072989773409995
              - 2000-10-27 00:00:00: 0.001105972250150744
              - 2000-10-30 00:00:00: -0.022898463392588164
              - 2000-10-31 00:00:00: 0.009147908315346065
              - 2000-11-01 00:00:00: 0.0
              - 2000-11-02 00:00:00: 0.0
